Text,Date,Likes,Retweets,Sentimen,Kategori
"Kita bersuara bersama di stadion, dan bergerak bersama untuk kemanusiaan.

#PERSIB mengajak Bobotoh untuk membantu saudara-saudara kita yang terdampak banjir dan longsor di Sumatera melalui dua bentuk dukungan:

📲 Donasikan uang melalui PERSIB App
👕 Sumbangkan pakaian layak https://t.co/A7Bpvg3COv",2025-12-09 11:07:13+00:00,9,1,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:07:09+00:00,0,1589,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:07:01+00:00,0,2390,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:06:53+00:00,0,2390,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:06:48+00:00,0,1589,Netral,Tanah Longsor
"RT @NarasiNewsroom: Kementerian Pendidikan Tinggi, Sains, dan Teknologi (Kemendiktisaintek) mencatat per 6 Desember pukul 21.00 WIB, ada 60…",2025-12-09 11:06:45+00:00,0,101,Netral,Tanah Longsor
"RT @aniesbaswedan: Telah nyata kerusakan di darat dan di laut karena ulah tangan manusia. (QS 30:41) 

Catatan reflektif tentang bencana……",2025-12-09 11:06:42+00:00,0,20631,Netral,Tanah Longsor
sampe detik ini masih gakuat liat gajah yang dipaksa bantu” evakuasi. org” pada kenapa?? kita harus lapor kesiapa ya biar mrk berhenti bodoh? gangerti lg,2025-12-09 11:06:25+00:00,0,0,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:06:25+00:00,0,2390,Netral,Tanah Longsor
"Satu persatu lokasi longsor dibenahi dan Semoga segera di pulihkan kembali 

#longsor
#pembenahan
#prayfortapanuli 
#PrayForSumatera https://t.co/GrMa3PXvm5",2025-12-09 11:06:25+00:00,0,0,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:05:55+00:00,0,2390,Netral,Tanah Longsor
RT @zakiberkata: Pohon hutan jauh lebih baik dibanding Sawit dalam menahan longsor dan banjir https://t.co/a4P6tbh2Bt,2025-12-09 11:05:55+00:00,0,3227,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:05:29+00:00,0,2390,Netral,Tanah Longsor
"RT @tempodotco: Biang Kerok Banjir Sumatera

Lebih dari 800 orang meninggal akibat banjir dan longsor di Sumatera. Pemerintah pusat tak kun…",2025-12-09 11:05:09+00:00,0,2246,Netral,Tanah Longsor
"RT @Aceh: Balok-balok kayu seperti misil 🚀 hantam sebuah rumah di Bener Meriah Aceh

Banjir Aceh 2025 🌀 cyclone senyar adalah bencana banji…",2025-12-09 11:05:07+00:00,0,43,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:05:04+00:00,0,1589,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:05:01+00:00,0,1589,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:05:00+00:00,0,2390,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:04:33+00:00,0,1589,Netral,Tanah Longsor
"Electrizen

Dengan perjuangan maksimal, menembus jalur yang sulit, PLN berhasil memulihkan 100% sistem kelistrikan Sumatra Utara pada Minggu (07/12) yang sebelumnya terdampak banjir dan longsor. 

#PLNUntukSemua #PLNUntukIndonesia #PrayforSumut #SumatraKembaliTerang https://t.co/uAfpAJ5pS8",2025-12-09 11:04:25+00:00,0,0,Netral,Tanah Longsor
"RT @NarasiNewsroom: Sebanyak 40 jenazah korban bencana banjir dan longsor di Aceh, Sumatera Utara, dan Sumatera Barat ditemukan pada Senin…",2025-12-09 11:04:18+00:00,0,330,Netral,Tanah Longsor
"@ngebrojorka @spectatorindex Kebakaran di gedung kantor 7 lantai Terra Drone Indonesia, Jakarta Pusat, dimulai dari ledakan baterai di lantai 1 siang ini (9 Des 2025). Korban tewas 20 orang (5 pria, 15 wanita, termasuk 1 hamil), sebagian besar karena sesak napas. Api sudah padam, evakuasi masih berlangsung.",2025-12-09 11:04:04+00:00,0,0,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:04:00+00:00,0,1589,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:03:56+00:00,0,1589,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:03:55+00:00,0,2390,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:03:52+00:00,0,1589,Netral,Tanah Longsor
"RT @kompascom: ""Saat ini baru 60 persen listrik menyala di 18 kabupaten/kota yang terdampak banjir dan longsor di Aceh. Saya minta seluruh…",2025-12-09 11:03:45+00:00,0,247,Netral,Tanah Longsor
"RT @kompascom: ""Saat ini baru 60 persen listrik menyala di 18 kabupaten/kota yang terdampak banjir dan longsor di Aceh. Saya minta seluruh…",2025-12-09 11:03:43+00:00,0,247,Netral,Tanah Longsor
"RT @mercindonesia: Bantuan Hygiene Kit MER-C Tiba di Sumbar, Langsung Dibagikan ke Penyintas Banjir dan Longsor

Padang – Bantuan hygiene k…",2025-12-09 11:03:21+00:00,0,9,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:03:19+00:00,0,2390,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:03:19+00:00,0,2390,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:03:06+00:00,0,2390,Netral,Tanah Longsor
"RT @kompascom: ""Saat ini baru 60 persen listrik menyala di 18 kabupaten/kota yang terdampak banjir dan longsor di Aceh. Saya minta seluruh…",2025-12-09 11:03:05+00:00,0,247,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:03:03+00:00,0,1589,Netral,Tanah Longsor
RT @zakiberkata: Pohon hutan jauh lebih baik dibanding Sawit dalam menahan longsor dan banjir https://t.co/a4P6tbh2Bt,2025-12-09 11:02:55+00:00,0,3227,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:02:45+00:00,0,1589,Netral,Tanah Longsor
"RT @Aceh: Balok-balok kayu seperti misil 🚀 hantam sebuah rumah di Bener Meriah Aceh

Banjir Aceh 2025 🌀 cyclone senyar adalah bencana banji…",2025-12-09 11:02:42+00:00,0,43,Netral,Tanah Longsor
"RT @gimbot75: Disaat Saudara"" kita di pulau sumatera Berjuang melawan banjir &amp; longsor efek penggundulan hutan yg ugal""an, disudut sana sau…",2025-12-09 11:02:36+00:00,0,2390,Netral,Tanah Longsor
"RT @infomitigasi: Berikut ini kami sampaikan wilayah-wilayah yang terdapat Notifikasi berpotensi terjadi Banjir dan maupun potensi Longsor,…",2025-12-09 11:02:35+00:00,0,119,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:02:30+00:00,0,1589,Netral,Tanah Longsor
"Innalillahi kebakaran di kantor Terra drone Cempaka Putih siang tadi

https://t.co/yFLtyO58fS https://t.co/9bDMkK9Zga",2025-12-09 11:02:28+00:00,0,0,Netral,Tanah Longsor
RT @tempodotco: Presiden Prabowo tak kunjung menetapkan banjir dan tanah longsor di Sumatera sebagai bencana nasional. Pemerintah mengabaik…,2025-12-09 11:02:26+00:00,0,1589,Netral,Tanah Longsor
"RT @DS_yantie: Kemenhut semakin ketar ketir aja nih
Mendengar Kejagung akan menindak tegas perusahaan atau siapapun yang terlibat merusak H…",2025-12-09 11:02:21+00:00,0,31,Netral,Tanah Longsor
